# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.95,2.74,20.57946881913377,0,2.0,-120.69623799011559,180.0,0.0,0.0
 0.028174104855013038,1.9507431255412055,2.740279018657305,20.57946881913377,0.056348209710026076,2.0,-120.69623799011559,180.0,-422.9950073701031,0.0
 0.04403396177533628,1.9518549393055746,2.7405535640876395,13.87082852423286,0.08806792355067256,2.0,-46.287871491328886,180.0,-240.04842901908643,0.0
 0.05865954134425493,1.9533324054585437,2.740823663292375,10.359981125220289,0.11731908268850987,2.0,-22.266225966346287,180.0,-151.61054358141612,0.0
 0.07280182443172704,1.9551724881655492,2.7410893432728805,8.215861898846374,0.1456036488634541,2.0,-12.351511601571499,180.0,-103.80480226551684,0.0
 0.08669044517843914,1.957372151592028,2.7413506310305262,6.774156368493169,0.1733808903568783,2.0,-7.549102697460595,180.0,-75.35732617902761,0.0
 0.10042071845664487,1.9599283599034172,2.7416075535666815,5.739479686540234,0.20084143691328973,2.0,-4.948355662473386,180.0,-57.144547423160915,0.0
 0.11403938155644033,1.962838077265153,2.741860137882717,4.96124734719392,0.22807876311288067,2.0,-3.4194881191215107,180.0,-44.811088980853796,2.100239910590155e-12
 0.12757198289740698,1.966098267842673,2.7421084109800042,4.354836744361442,0.255143965794814,2.000000000000004,-2.4624680124350684,180.00000000000003,-36.08297510807926,-2.1113126003112494e-12
 0.1410336130824464,1.969705895801413,2.7423523998599104,3.869101077480496,0.2820672261648929,2.0,-1.832933586066732,180.0,-29.684105143222276,0.0
 0.15443372026996752,1.9736579253068103,2.7425921315238075,3.471330886795671,0.3088674405399351,2.0,-1.4018468009212348,180.0,-24.85521749071871,0.0
 0.16777849441862844,1.9779513205243016,2.742827632973065,3.1396436229661835,0.33555698883725693,2.0,-1.096689541237672,180.0,-21.122301825290883,0.0
 0.1810721401892191,1.9825830456193234,2.7430589312090534,2.8588512246412656,0.36214428037843827,2.0,-0.8745681134850426,180.0,-18.177313748318184,0.0
 0.19431759846318442,1.9875500647573123,2.743286053233142,2.618084373855141,0.3886351969263689,2.0,-0.7090021631376414,180.0,-15.813153873705811,2.1532613737757974e-12
 0.20751697582468226,1.9928493421037057,2.743509026046701,2.409360588600667,0.4150339516493646,2.0,-0.5830393048227736,180.00000000000003,-13.886484166750172,-2.1605523261824913e-12
 0.2206718108573624,1.99847784182394,2.7437278766511013,2.2266861802031435,0.44134362171472485,2.0,-0.48548254836119387,180.0,-12.29557206504418,0.0
 0.23378324507605652,2.0044325280834516,2.743942632047712,2.065473595891104,0.4675664901521131,2.0,-0.4087328523519265,180.0,-10.966611537510168,0.0
 0.24685213596135389,2.010710365047678,2.744153319237903,1.9221521463259401,0.4937042719227078,2.0,-0.34750873760597617,180.0,-9.84501179468938,0.0
 0.25987913366942444,2.017308316882055,2.744359965223045,1.793901200240594,0.519758267338849,2.0000000000000044,-0.2980613734340373,180.0,-8.889696134093214,-2.188709653369097e-12
 0.2728647342887913,2.02422334775202,2.7445625970045073,1.6784631566157298,0.5457294685775828,2.0,-0.2576794415854316,179.99999999999997,-8.069279398628352,2.1956449905189085e-12
 0.28580931756756944,2.03145242182301,2.7447612415836606,1.5740096974404565,0.571618635135139,2.0,-0.22436875318398664,180.0,-7.359449073689439,0.0
 0.29871317412475357,2.0389925032604608,2.7449559259618748,1.4790444222536665,0.5974263482495072,2.0,-0.19664017230031366,180.0,-6.74113588374996,0.0
 0.31157652539645947,2.04684055622981,2.7451466771405206,1.392330823410689,0.623153050792919,2.0,-0.1733663254496312,180.0,-6.1992133191259535,0.0
 0.32439953847171177,2.0549935448964938,2.7453335221209665,1.3128382299632588,0.6487990769434236,2.0,-0.15368297689653784,180.0,-5.721558351787907,2.2234339966783385e-12
 0.33718233727431357,2.0634484334259495,2.7455164879045832,1.239700700715008,0.6743646745486273,2.0,-0.1369199914610702,180.00000000000003,-5.298363154791382,-2.230435294394174e-12
 0.3499250110931135,2.0722021859836133,2.7456956014927414,1.1721853872599535,0.6998500221862273,2.000000000000009,-0.12255225898608403,180.0,-4.9216240004080865,-2.237470037782876e-12
 0.3626276211618353,2.0812517667349226,2.745870889886811,1.109667916677907,0.7252552423236709,2.000000000000009,-0.11016431272781867,179.99999999999997,-4.5847570984881,0.0
 0.3752902057862377,2.090594139845313,2.7460423800881606,1.051613041935972,0.7505804115724758,2.000000000000009,-0.09942448451822944,179.99999999999997,-4.282306581589038,4.503312730628819e-12
 0.38791278437692567,2.1002262694802227,2.7462100990981626,0.9975592905604439,0.7758255687538517,1.9999999999999911,-0.09006580345905371,180.00000000000003,-4.009720235436561,-2.2588147940433206e-12
 0.4004953606489398,2.110145119805087,2.7463740739181848,0.9471066798686248,0.80099072129788,2.0,-0.08187171352250004,180.0,-3.763175565026429,0.0
 0.41303792518074695,2.120347654985343,2.746534331549599,0.899906807499761,0.8260758503614942,2.0,-0.07466528980668014,180.0,-3.539443729435398,0.0
 0.4255404574761677,2.130830839186429,2.7466908989937737,0.8556547979646706,0.8510809149523357,2.0,-0.06830101310076286,180.0,-3.335782164769532,0.0
 0.4380029276373582,2.14159163657378,2.74684380325208,0.8140827122719988,0.8760058552747167,2.0,-0.06265844297515709,180.0,-3.1498492237114037,0.0
